Meter,Name,SerialNumber,Register,Date,StartTime,Duration,PeriodValue,TotalValue,Unit
0,"183AABME001V","","",05/11/2019,00:00,30,92.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,00:30,30,91.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,01:00,30,89.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,01:30,30,91.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,02:00,30,89.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,02:30,30,90.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,03:00,30,91.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,03:30,30,90.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,04:00,30,90.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,04:30,30,94.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,05:00,30,95.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,05:30,30,97.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,06:00,30,98.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,06:30,30,102.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,07:00,30,106.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,07:30,30,112.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,08:00,30,126.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,08:30,30,136.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,09:00,30,149.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,09:30,30,158.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,10:00,30,167.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,10:30,30,168.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,11:00,30,170.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,11:30,30,171.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,12:00,30,169.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,12:30,30,169.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,13:00,30,168.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,13:30,30,171.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,14:00,30,172.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,14:30,30,169.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,15:00,30,168.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,15:30,30,166.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,16:00,30,160.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,16:30,30,153.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,17:00,30,139.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,17:30,30,123.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,18:00,30,114.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,18:30,30,112.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,19:00,30,109.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,19:30,30,106.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,20:00,30,100.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,20:30,30,101.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,21:00,30,100.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,21:30,30,100.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,22:00,30,100.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,22:30,30,100.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,23:00,30,100.00,0.00,"kWh"
0,"183AABME001V","","",05/11/2019,23:30,30,99.00,0.00,"kWh"
